text,label,score
不思議と癖になる,NEGATIVE,0.8916
あの作画崩壊キャベツがこんなにも合うとはw,NEUTRAL,0.567
キャベツ切ってて草,NEUTRAL,0.9476
サビのとこから自分に風当てて撮るTikTokが流行りそうですごい嫌。,NEGATIVE,0.9773
なにこの謎の中毒性毎日聞いてしまうのだけど,NEGATIVE,0.7074
太萌了！！！！！！！！！❤😢😢,POSITIVE,0.8045
ここのカラスバカっぽくて好き,POSITIVE,0.9889
ぽひゅぽひゅリコーダーにカスタネット、トライアングル、作文『って思いました』すべて中毒性があるんだが…,NEUTRAL,0.7964
なんか急におすすめに出てきて、サムネのまんま概ね予想通りの内容だったけど、なんだこの謎の中毒性はww,NEUTRAL,0.503
ハト大乱闘おもしろすぎwww,POSITIVE,0.9828
日常に潜む音楽好き｡,POSITIVE,0.9778
配信頼む……,NEGATIVE,0.6489
3DSのカエルのメモであった、まるもりの替え歌マンガに似てる日常に寄り添って笑顔にしてくれる感じこの子と下校したい,POSITIVE,0.9692
小気味良いメロディと可愛らしい映像を眺めに何回も来てしまう……,NEUTRAL,0.6439
毎日食べてる朝食のような曲めっちゃスキ,POSITIVE,0.8019
彼女とYouTube見てたんだけど、隣で彼女がつよかぜオールバックって読んでてツボってるwww,POSITIVE,0.9742
かぜつよ,NEGATIVE,0.7566
子供の頃に思っていた小さな疑問が詰め込まれていてとても和みました😊あとイラストがkawaii!!,POSITIVE,0.9841
当面の課題・作業消化ボカロ曲打線の4番はこの曲に決まりました。,POSITIVE,0.7615
おでこ広すぎ人間としては強風が吹くと定期的にオールバックどころかハゲになる,NEGATIVE,0.7351
まさか令和の時代にあの伝説のキャベツを見られるとは…,NEUTRAL,0.894
キャベツの作画草,NEUTRAL,0.8811
1:05ユキちゃんのこの動きめっちゃ好き全体的に可愛らしい雰囲気だし曲もすごく中毒性あるから何度も見たくなる,POSITIVE,0.9854
最近は複雑やら意味深やら歌詞多いんだがあるけどこれくらいが大好き,POSITIVE,0.9871
歯医者の歌めちゃ好きだったけど、これも癖になる〜！リコーダーが最高！！,POSITIVE,0.9851
リコーダー吹いてるシーン中毒性あって好きまだ伸びそう,POSITIVE,0.9891
どんな曲なのかなーと思いながら再生したら「外出た瞬間終わったわ」で笑ったw,POSITIVE,0.8544
この金子み〇ゞ的センス、お見事です。お疲れ様です。,POSITIVE,0.9907
こういうのでいいんだよな,POSITIVE,0.7995
頑張って前髪作ったのに一瞬で吹っ飛ばされて萎えるのめっちゃわかる,NEGATIVE,0.9933
キャベツの作画が良いアニメーションじゃなくても神作画って…やられた…wwww,NEGATIVE,0.7434
あらゐけいいち味を感じるMVめっちゃ可愛い,POSITIVE,0.9931
逆風ポメラニアン可愛い,POSITIVE,0.9852
はわ…チャンネル遡ったらUndertaleのオルゴールvar作ってた人でびっくり😂,NEUTRAL,0.5441
このキャベツ既視感あるな、笑,NEUTRAL,0.7457
共感しすぎて感動した,POSITIVE,0.9829
作画崩壊キャベツじゃん笑,NEUTRAL,0.522
中毒性が今年の最大瞬間風速記録してる,NEGATIVE,0.9628
作画崩壊キャベツほんま好き,POSITIVE,0.9862
突然のキャベツ検定で笑った,POSITIVE,0.6331
小学生の作文みたいで好き,POSITIVE,0.9903
中毒性あるわー,NEGATIVE,0.9321
癖になる曲調大好き暴風オールバック犬可愛い,POSITIVE,0.9882
こういうただただ平和なボカロ久しぶりに聞いた気がする最近の暗めな曲もかっこよくていいけど、こういうのが自分には合ってるわ,POSITIVE,0.9755
絵がめっちゃ好き,POSITIVE,0.9907
1:11このボーr…キャベツなつかしww,POSITIVE,0.8813
今日晴れてたのにめっちゃ爆風で憂鬱な気分だったからこれ見つけてびっくりした😂そして音作りがすげえ、サビの癖になる感じめっちゃ好きです…,POSITIVE,0.9832
こういうのでいいんだよおじさん「こういうのでいいんだよ」,POSITIVE,0.88
誰かが[タコピーの原罪]verを作ってくれることを願います…,NEUTRAL,0.7939
この曲を友達と歌いながら学校の帰り道にスキップしたら絶対楽しいwwww,POSITIVE,0.9937
今出会って心奪われて過去の動画も聞いてきました。絵も曲もタイプです。基本的に動物が好きなんかな？,POSITIVE,0.8446
そのキャベツどっかで見たことあるな。,NEUTRAL,0.9305
この曲に個人的最イヤーワーム賞を授けたい。,POSITIVE,0.9509
夜明けな出身のキャベツが急に出てきて、笑ったw,POSITIVE,0.848
中毒性えぐ,NEGATIVE,0.9653
すごくいい曲だなって思いました,POSITIVE,0.9766
この緩さが好き,POSITIVE,0.8669
間奏のところで作画崩壊したキャベツが出てくるの好き,POSITIVE,0.9839
中毒性がありすぎる,NEGATIVE,0.9882
今のうちにコメント残しておきます、神曲をありがとう,POSITIVE,0.9895
めっちゃかわいいしイラストうまい,POSITIVE,0.9893
1:39ここのそっとの歌詞そっ…とという意味と外かけてるの天才,POSITIVE,0.6762
1:11見覚えのあるキャベツ好き,POSITIVE,0.9585
この曲おすすめに出してくれたのマジでありがたすぎる。このMVも全部可愛くて好きだわ,POSITIVE,0.98
悪夢の時によく聴く音,NEUTRAL,0.8915
もっと伸びるべき,POSITIVE,0.9462
あらゐけいいちぽさあって好き,POSITIVE,0.9902
トレインに似てて好き,POSITIVE,0.9823
絶妙に下手な感じのリコーダー好きすぎる,POSITIVE,0.9138
良曲ににゆるかわアニメーションがぴったりハマってて最高個人的にわんこの絵が1番シュールで好き,POSITIVE,0.9896
この一発ネタ感すきだわ〜😂,POSITIVE,0.9941
歌詞の独特さに加えて、聞き心地良さがレベルカンストしてて最高すぎるwあとmvもめちゃくちゃ好き,POSITIVE,0.993
めちゃくちゃすき,POSITIVE,0.9936
パラオナボーイぐらい頭空っぽに見れていい,POSITIVE,0.8117
なんだこれすき(語彙力),POSITIVE,0.9556
小学生の頃は強風の日は興奮しながら登校してたわ,NEUTRAL,0.918
もっとキャベツリスペクトしろ,NEUTRAL,0.7818
簡潔で可愛くていいね！,POSITIVE,0.988
このイラストのLINEスタンプ欲しい。ゆるさが好き。,POSITIVE,0.9809
100万行くぞこれ,POSITIVE,0.9684
再生数めっちゃ伸びてて嬉しい,POSITIVE,0.9936
リコーダーソロ耐久を恵んで下さい,POSITIVE,0.5647
0:140:140:14ここの間奏狂おしい程好き,POSITIVE,0.9865
文才エグい女子小学生の日記,NEUTRAL,0.77
感想が可愛いしか出てこないオールバックユキちゃん可愛いリコーダーの程よい外し方可愛い,POSITIVE,0.9714
こういうぽやぽやした曲は音街ウナちゃん的な可愛らしい系の声が似合うのかな？とか思ってたけど、歌愛ユキちゃんのハスキーボイスが余計にシュールさ増して耳に残るあとぽぴゅ〜〜〜〜って気の抜けるリコーダーもまたいい味出してて好き,POSITIVE,0.9894
これまたスシ食べたいのネタになりそうな曲だな,POSITIVE,0.7289
えぇ…？なにこれかわいい…,POSITIVE,0.9751
開始数秒でいいねもしたしチャンネル登録もしてしまった,POSITIVE,0.6088
300000再生おめ！！🎉,POSITIVE,0.9801
風でへっちゃりしながらてくてく歩いてたり、ダンブルウィードみたいに転がる犬可愛い,POSITIVE,0.9887
カスタネットカラスが可愛すぎる,POSITIVE,0.9877
最初見たとき5万以下だったのにめちゃくちゃ伸びてて嬉しい,POSITIVE,0.9932
外した瞬間終わったわ電車賃なくて帰れない金無さすぎて、終わるナリ定期定期的にオッズパーク地下に連れてかれたって思いました金さえもっとあればあったかいのにずっと寝ていたいなって思いましたいやいやと外でたら金無し職無し無い担保あー……,NEGATIVE,0.9805
風強すぎてお亡くなり定期、定期的にオールバックからのヘナチョコリコーダーマジ好き,POSITIVE,0.8838
どことないあらゐけいいちてぃすと、すき。,POSITIVE,0.9904
既視感或と思ったらのんのんびよりのあのこに似てるのん！,NEUTRAL,0.8156
この曲愛おしすぎる,POSITIVE,0.9869
１日に何度も聴きに来ちゃう自分は暇なのかなーと思いながらも、１日中ノリノリになってる,POSITIVE,0.663
キャベツが作画崩壊の代表のやつで草,NEUTRAL,0.8128
リコーダーうめぇwソロ入った瞬間は崩すんかな？って思ったのにw,NEUTRAL,0.8151
リコーダーしまってる時はランドセルの鍵かけてるのに取り出すと鍵外れてるの細かくて好き,POSITIVE,0.9827
なんか頭に残る😂,NEGATIVE,0.8995
だれか深読みしすぎてとんでもない考察書きそう,NEUTRAL,0.6106
作画崩壊キャベツを思い出しました,NEGATIVE,0.5293
サムネダイソン,NEUTRAL,0.9369
いやもう全部好き,POSITIVE,0.982
全体的に雰囲気が好きすぎる！「って思いました」のとことリコーダーのとこ好き笑あと伝説の謎キャベツは笑いました笑笑,POSITIVE,0.9769
画力高いのにゆるい絵が気取ってない感あって好きだ。ふにゃふにゃのリコーダーも,POSITIVE,0.9682
めちゃくちゃ共感できます！！！チャリ勢なので常に諦めてます🤦聴いてるだけで楽しくなれるので、これからも聴きます！,POSITIVE,0.96
Eテレみたいわからん？,NEUTRAL,0.8191
なんか好きw,POSITIVE,0.9876
お顔が風のせいで乾燥してて真っ赤っかなのほんと可愛すぎるんだよな…あとカスタネットからすが好み,POSITIVE,0.9843
雨にも風にも負けそうな僕を励ますかのように強風の中突き進む少女に感銘を受けました,POSITIVE,0.8242
可愛くて好き,POSITIVE,0.9899
例のキャベツ出てきたところで無理だったwwwwwかわいいww,POSITIVE,0.8989
アニメショーンが割とツボ,NEUTRAL,0.5615
最後にでてきたガチャガチャのウーパールーパー持っててびっくりした,POSITIVE,0.7635
小学生の日記みたい,NEUTRAL,0.9416
前髪ガチ勢には共感しかない歌がきた,POSITIVE,0.8024
なんだろ……よく分からない中毒性を感じる……,NEGATIVE,0.9947
こういうのがいいんだよね大好き,POSITIVE,0.993
イラスト可愛すぎるLINEスタンプとか出たら買いたい、、、、,POSITIVE,0.8886
カスタネットそこ変われ,NEUTRAL,0.8267
かわいいwwwオススメ有能過ぎるありがとう,POSITIVE,0.9886
この小学生特有の直接的な表現でストレートに事実を伝えてる感じがたまらん,NEUTRAL,0.5977
だいっっすきwwww,POSITIVE,0.8007
これ好き。めちゃ可愛いし、ユキちゃんの小学生が生きてて、良き。,POSITIVE,0.992
かあいいいいいいいいいい,POSITIVE,0.4204
中毒性強すぎて定期定期的に聞きたくなる,NEGATIVE,0.9845
MVに可愛い生き物しか映ってなくて和む,POSITIVE,0.9402
絶対伸びるわこの人,POSITIVE,0.9154
ピンの芸人さん思い出した………なんなら昨日を思い出した,NEUTRAL,0.8752
悲しいからなんだろ続けてくれ,NEGATIVE,0.8044
1:10ここの伝説のキャベツ作画好き,POSITIVE,0.9714
キャベツw,NEUTRAL,0.9239
いぬかわいい,POSITIVE,0.9833
ラグトレインときゅうくらりんの中間地点みたいなMV良すぎ,POSITIVE,0.9752
1回目に曲の内容把握したあとで2回目に聴く初っ端からの「終わったわ」が面白すぎてしんどい,POSITIVE,0.456
強風オールバックを強風オールバックになりながら歌うの楽しすぎる,POSITIVE,0.9818
ハゲ殺しのオールバック風,NEUTRAL,0.8735
なんか再生数伸びてるからバズれ！！！！！！！(新規が言うことじゃない,POSITIVE,0.8632
なんか気づいたらここ来てる中毒性ありすぎ,NEUTRAL,0.4871
地下に潜りたい気持ちは痛いほどわかるんだけど錦糸町の半蔵門線に行ったときだけは地上に戻りたい気持ちが出てきます。,NEUTRAL,0.7284
歌愛ユキ×リコーダー×小学生のMVで雰囲気が統一されてて中毒性がすごい。。。1:23が特に好き！！！,POSITIVE,0.9737
このゆるさと歌愛ユキちゃんの可愛さが癖になるwwww日常の日記を歌にした感じがめっちゃ好き,POSITIVE,0.9919
可愛さと中毒性でオールバックになった,POSITIVE,0.648
伸びそうだから古参アピ,POSITIVE,0.5311
^^b,NEUTRAL,0.6475
あああやっぱMVとか曲調に既視感あったけど歯医者の曲の人かッ！！,NEUTRAL,0.8481
これテンポいくつですか？,NEUTRAL,0.9412
可愛すぎて悩んでること全部どうでも良くなったわ,POSITIVE,0.9881
好き,POSITIVE,0.9401
って思いました、ズルすぎる,NEGATIVE,0.8374
何だこのほっこりしてしまうような謎の世界観と語彙が少ないから耳に残りやすいメロディーは！大好きだ！,POSITIVE,0.9914
小学校のころの汗くさい感じの女の子思い出すのう。,NEUTRAL,0.7226
夜明け前より瑠璃色なキャベツ……！！！？,NEUTRAL,0.8215
構成する全てが可愛い,POSITIVE,0.9887
この緩さがめっちゃ癖になるわ,NEGATIVE,0.6724
この曲頭に残り過ぎる、リコーダーのメロディ超好きw全体的に癒されるかわいい曲。,POSITIVE,0.9911
めっっっっっっっっっっっっっっっっっっっっっっっっっっっっっちゃすき,POSITIVE,0.8145
めっちゃ可愛くて癖になる曲好き過ぎる,POSITIVE,0.9899
なんか中毒性が凄くて雨の日くそだよねみたいな曲があったら聞きたい,NEUTRAL,0.5176
歌詞に共感した…この曲私のことだ…（涙）,POSITIVE,0.8928
YouTubeのアルゴリズムが僕をここに導いてたんですが、良いですね、これ。,POSITIVE,0.9738
きょうびこんなに教育的な曲聴いたの初めてかもしれん,NEUTRAL,0.8628
クソリピートしてるえぐい好き,POSITIVE,0.9741
うわあ中毒性高いな,NEGATIVE,0.9901
ゆるゆるな歌詞とリズム好きぃ,POSITIVE,0.9851
自転車漕いでると、行きも帰りもなぜか向かい風で前髪がお亡くなりになるな…,NEGATIVE,0.9879
今日外でたら風強すぎて今この状態でした😂,NEGATIVE,0.9332
これから外出て風強いと絶対浮かぶようになる,POSITIVE,0.7977
1:11キャベツ検定不合格,NEGATIVE,0.5176
カラス可愛いwwwwwww,POSITIVE,0.9885
謎層型球体キャベツやめなさい,NEGATIVE,0.8259
1:11エコ作画キャベツにテンションぶちあがっちゃった！！！！！,POSITIVE,0.8927
だれかキャベツの元ネタに気づいてやってくれ・・・,POSITIVE,0.4417
伝説のキャベツ出てきて興奮した,POSITIVE,0.9802
何この中毒性…www,NEGATIVE,0.9888
1:12例のキャベツでわろた,NEUTRAL,0.8889
天気がいいのに風が強いので聴きに来ました。,NEUTRAL,0.8171
大好きなんだけど,POSITIVE,0.9434
この状況なう,NEUTRAL,0.8495
凄い久々にボカロ曲で笑ったw,POSITIVE,0.8601
めっちゃ好き,POSITIVE,0.9896
1:27の顔好き,POSITIVE,0.8728
いひやっ夜明け前より瑠璃色なキャベツっっ！！！,POSITIVE,0.8901
これは伸びる（確信,POSITIVE,0.9001
こんな感じのゆるっゆるな感じな曲も好き,POSITIVE,0.9806
令和に夜明け前より瑠璃色なパロを見れるとは....感涙です,POSITIVE,0.909
これまじ好き,POSITIVE,0.9924
のんのんびよりみがある,NEUTRAL,0.7551
ゆるくて好き,POSITIVE,0.9876
かわいい笑,POSITIVE,0.9505
このキャベツはクソアニメ確定ですねぇ…,NEUTRAL,0.7108
って,NEUTRAL,0.8738
1:11例のキャベツwwwwww,NEUTRAL,0.8589
再生数うなぎ登りや…,NEUTRAL,0.8299
カラスかわいい,POSITIVE,0.9862
歌詞を聞いたら何にも考えてない系に感じるけどサムネでインパクトを与えて聞きに来させるという深すぎる心理戦すき,POSITIVE,0.9401
サムネ「「強風オールバック」」これ見て聞きに来ない人おらんやろ,NEGATIVE,0.5306
キャベツ警察だ！！！！,POSITIVE,0.773
おすすめに出てきたからポチッたけど好きwwwww,POSITIVE,0.9903
ゆるくて好き,POSITIVE,0.9876
リズム天国みたいな曲だと思った。すごく歌いたくなる。,POSITIVE,0.9787
0:56日常感があって好き1:11は例のキャベツ感があるw,POSITIVE,0.7301
あとは歌詞だけ,NEUTRAL,0.8545
凄い勢いで伸びてる🎉,POSITIVE,0.9139
ハトの大乱闘だいぶ脈絡無くて好き,POSITIVE,0.9896
クセになって何度も聴いちゃう,NEUTRAL,0.8884
めっちゃ良い,POSITIVE,0.9948
遂にラグトレインのオマージュ作品出てきたな〜,POSITIVE,0.8547
考えさせられるボカロ曲が増えて来ている中で、頭空っぽにして聞ける曲はええなあ〜。自然と笑顔になれる。特にカスタネットとトライアングルの音が好き。,POSITIVE,0.9842
これは絶対伸びる（確信!!!!!!!!）,POSITIVE,0.9897
リコーダーが好きすぎた,POSITIVE,0.9721
キャベツで吹いたwww,NEUTRAL,0.9407
カスタネットカラスとトライアングルハトすき,POSITIVE,0.9856
なんかわからんけどめちゃくちゃ刺さる😂歌いてぇ！,POSITIVE,0.9521
これはかの有名なキャベツ…？,NEUTRAL,0.9527
伝説のキャベツ好き,POSITIVE,0.9644
この曲わかりみが深くて最高wリコーダーの音が裏返るの好きすぎるw,POSITIVE,0.9909
なぜ鳩大乱闘なのかイマイチ分からない🤔,NEGATIVE,0.9754
なんだろう、、毎朝これ聞かないと頑張れなくなっちゃった。,NEGATIVE,0.9935
サブスク配信待ってます…^^,NEUTRAL,0.7926
1:58まってwそのウーパールーパー持ってるw,NEUTRAL,0.9097
すきすぎる,POSITIVE,0.9783
あらゐけいいち感あるMV,NEUTRAL,0.6271
全部可愛くて緩くて最高です！,POSITIVE,0.9953
センスしかない。天才オールバック分かりみしかないｿﾞ,POSITIVE,0.7838
あらかわいいと思って検索したらこのキャラの絵柄はほぼオリジナルだった可愛い！,POSITIVE,0.9921
強風の中チャリンコこいでると一定の確率で呼吸困難になって実際にお亡くなりになりそうマジで,NEGATIVE,0.9747
ラグトレイン味,NEUTRAL,0.8178
Twitterのフォロワーさんが共有で載せてくれたことで知れた曲。聞いた瞬間、いい意味でのなんじゃこりゃ!?って感想が出てきたのが本音です(笑)イラストが可愛い、歌詞がいい、リズムがいい、全部まとめて素晴らしい✨カラス、ハトの活躍も見逃せない(笑)追記)何日かおきに聴きたくなる,POSITIVE,0.9702
最初から最後まで1秒残らずかわいい,POSITIVE,0.9899
ユキちゃんかわいい(⌒∇⌒),POSITIVE,0.9901
このままどんどん伸びてくれ,POSITIVE,0.4616
リコーダーの力抜ける感じめっちゃ好き,POSITIVE,0.9912
弾むようなビートが好きです,POSITIVE,0.9724
やばいやばい、好きすぎてループが止まらない。,POSITIVE,0.9876
もしかしてメロンではなく、キャベツか笑笑,NEUTRAL,0.9522
なんかクセになるな色々と(*´ω｀*),NEGATIVE,0.9422
めっちゃよいMVすき,POSITIVE,0.9915
センス良すぎ,POSITIVE,0.9896
1:13のどこかで見たようなキャベツすき😂,POSITIVE,0.7595
これはクセになるｗ,NEUTRAL,0.6308
1:26きゅうくらりんリスペクト!?,NEUTRAL,0.799
歌詞もイラストもひたすら可愛くて永遠ループしてる……伸びて欲しい,POSITIVE,0.9758
可愛い,POSITIVE,0.9908
キャベツ検定…終わったわ…,NEUTRAL,0.541
雑な強風ポメラニアンがあまりにも好き,POSITIVE,0.9878
すげぇリアルなキャベツだな～,NEUTRAL,0.8454
中毒性が半端なすぎる気がついたら脳内再生されてていい意味で薬物とほぼかわらない,NEUTRAL,0.7014
カラスとハトが実写だったら最高すぎて死んでたかもしれない,POSITIVE,0.9163
アレンジのイメージが強かったゆこさんがいつの間にか作詞作曲してた。オルゴール・ピアノアレンジメドレー以来の大ヒット曲や。視聴回数的に。,POSITIVE,0.7798
ムービーも単調ながら癖になる動きと絵柄で、曲のポンコツ感とリズム感が癖になっててリピートしとります。紫のケ◯プおすすめです。,POSITIVE,0.9343
定期的に聞きに来ないとオールバックを保てない。,NEGATIVE,0.9594
リズムが癖になる,NEGATIVE,0.9716
見覚えのあるキャベツだな,POSITIVE,0.5852
悔しいくらい良い曲で泣きそう⁇⁇めっちゃ面白い曲じゃん‼︎〔語彙がお亡くなり中…〕,POSITIVE,0.787
かわいい,POSITIVE,0.9801
1:25ここの横からひょっこり出てくる顔の目が風でちょっとしか開いてないの愛おしいほど好き,POSITIVE,0.9906
こりゃ伸びる,POSITIVE,0.9717
サムネの勢いが好きで開いてしまった笑,POSITIVE,0.9259
鳥たちとか女の子の動き一つ一つが曲に合っていて化学反応みたいなの起こしてる曲…結論。かわいい。,POSITIVE,0.9785
やばいふやふやしてるリコーダーの音もmvの女の子に負けないぐらいのかわいさを放つ変な動物たちがかわいい。,POSITIVE,0.971
耳に残りすぎて出てきたら聞いてる,NEUTRAL,0.7783
リコーダーがいい味出してる,POSITIVE,0.9814
全体的なワードセンス、絵のゆるさﾃｸﾃｸしてる犬(？)0:08どたどたしながら下がってく0:14ちょうどいいﾋﾟｮﾛﾋﾟｮﾛ具合とトリ0:32ためてからの「って」0:53リズムと韻、「うおー」とか言ってそうなハトたち1:10突然のキャベツ1:18盛り上がってからのﾋﾟｮﾛﾋﾟｮﾛ1:24かわいい1:56虚無。,NEUTRAL,0.5927
サイコーです息子のリコーダーを引っ張り出して吹いてみようって思いました,POSITIVE,0.7455
ここ数年ボカロ聴いてなかったのにピンポイントで好きな曲をスッと出してくるおすすめ機能なんなのよくやった,POSITIVE,0.9622
普通に絵が面白いのずるい,NEGATIVE,0.59
리코더미쳤다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,POSITIVE,0.6984
しっかしいい曲だなって思いました,POSITIVE,0.9812
曲はもちろんやけどこれはアニメーション込みで中毒性が高いwww,POSITIVE,0.899
耳が気持ちいなこの曲wなんか面白い,POSITIVE,0.9879
強風で前髪オールバックになるっていうチョイスがめっちゃピンポイントだけど好き,POSITIVE,0.9782
強風の日に自転車で坂道下ってみ。飛ぶぞ(髪が),POSITIVE,0.8131
好きなところはめちゃくちゃいっぱいあるんだけど、何よりも動物たちのなんとも言えない表情が狂おしいほど好き,POSITIVE,0.9819
1:57ここすき,POSITIVE,0.9843
犬の見た目が某犬っぽいなー……って思って他の曲どんなの上げてるかなって過去動画見たら某犬だった,NEUTRAL,0.8903
なんだこれハマっちまった,POSITIVE,0.93
50万回いきそう！,POSITIVE,0.9784
歌詞もアニメーションも曲調もすべてがゆるい感じでとても良い,POSITIVE,0.9893
毎日外出前に聞いてる！めちゃくちゃ歌詞に共感するし大好きです,POSITIVE,0.9935
なんか定期的に聴きたくなる中毒性がある！,POSITIVE,0.7178
PVの破壊力が強すぎる,NEUTRAL,0.6724
すんごい可愛い,POSITIVE,0.9913
作画崩壊キャベツ笑笑,NEGATIVE,0.5103
溢れ出るあらゐけいいち感,POSITIVE,0.4769
0:29ここの小並感な歌詞大好き,POSITIVE,0.9929
めっちゃいい曲ですごく再生されているのにどうしてSpotifyにないのだ！大好き！！！,POSITIVE,0.9933
ミリオンの気配がする,NEUTRAL,0.7238
1.25倍速にするとネタ曲感あって好きです。オススメします!そしてかわいい❤️,POSITIVE,0.9942
作画崩壊キャベツ懐かし,NEUTRAL,0.7194
この人曲もアニメも作れるの強すぎるだろ…,POSITIVE,0.8446
途中でユキちゃんがリコーダー吹いてるところ、指使いまでちゃんとアニメーションにしてあんのかなって思って見たら全然そんなことない無いの好き(訳:細かい所まで精密に見ちゃうぐらいぬるぬるのアニメーション好きです,POSITIVE,0.9833
Spotifyにも追加してくださいぃ(切実な願い),POSITIVE,0.8372
途中で足バタバタしながら後ろ下がってくのかわいいｗ,POSITIVE,0.9667
歩くリズム感がいいわぁ,POSITIVE,0.968
ユキちゃんの合いの手とへっぽこリコーダーがたまらなく好き,POSITIVE,0.9892
0:29からの小学生特有の思いました構文すき,POSITIVE,0.98
たまたま、ありえんほど風強くてオールバックになって外出してた今日見つけてしまった……MV可愛いし日常歌ったボカロあまりないので思わず高評価をポチりました……伝説の作画崩壊キャベツに反応してしまいました,POSITIVE,0.9321
不安定なはずのリコーダーの演奏が中毒性やばすぎて何度も見に来てしまう。今日でもう7回目,NEGATIVE,0.9128
面白いし可愛いし何度リピっても飽きない😂1:26きゅ⚫くらりん,POSITIVE,0.9784
キャベツのフォルムが例の作画崩壊で笑う,NEUTRAL,0.8364
他の動画観たらアンダーテールのオルゴール版の方！？！？だったんですか！？ってなった。過去の自分がめっちゃリピってたからビビった,POSITIVE,0.6994
最後のカプセルﾊﾟｺｯの音めちゃ良い,POSITIVE,0.992
日常アニメっぽさがすっっっごい好き,POSITIVE,0.9897
これは伸びるな,POSITIVE,0.8926
その歌が中国で流行ったww再生数38.1w,POSITIVE,0.7445
中毒性えぐい笑,NEGATIVE,0.6778
春って風強いよね,NEUTRAL,0.7372
なんとなくあらいけいいちを彷彿させられた,NEUTRAL,0.8856
1:11からの唐突な夜明け前より瑠璃色なキャベツ草あと聴いてて楽しくなってくるのほんと好き,POSITIVE,0.9936
風強すぎて終わるなり〜って聞こえて申し訳無さすぎる,NEGATIVE,0.9944
爆発的にセンスの塊,POSITIVE,0.8748
キャベツ(メロン)切ってるの好き,POSITIVE,0.9796
みんな言ってるけどユキちゃんのビジュ個人的にすごい可愛らしくて好きだからMVに出してくれるのすごい嬉しい,POSITIVE,0.993
すごく良いです,POSITIVE,0.9928
ゆるくてノれて好き急に聴きたくなる,POSITIVE,0.989
……って、思いました。のめっちゃ贅沢な2小節の使い方がツボ,POSITIVE,0.6714
1:18集中線の圧が凄いw,NEUTRAL,0.7762
センス◎,NEUTRAL,0.8025
ちょこちょこのパロディが可愛くて好きw,POSITIVE,0.9922
ユキちゃんかわい,NEUTRAL,0.602
1:57虚無うーぱー持ってる。可愛いのでオススメです。,POSITIVE,0.9035
そこはかとなくアニメの日常味を感じる,NEUTRAL,0.7172
新作待ってました,NEUTRAL,0.7633
見覚えのあるキャベツですねぇ……,POSITIVE,0.6356
こういう曲を待ってた!最近無駄に病んでたりよくわからん風刺が多いからリラックスして聴ける！,POSITIVE,0.968
なんだ、この、切ない曲調と、無さすぎる中身は,NEGATIVE,0.7661
このMVかわいい,POSITIVE,0.9934
なんだ沼…,NEGATIVE,0.813
じわじわくる,NEUTRAL,0.5122
群馬に住んでるんですが、まさにこんな感じの時がある,NEUTRAL,0.6925
キャベツがどこぞのアニメに似すぎて笑った,POSITIVE,0.6965
この中身のない感じの歌めっちゃ好きです（褒め言葉）,POSITIVE,0.987
またひとり伝説のユキマスターが誕生した,POSITIVE,0.5263
すこすこ,POSITIVE,0.4778
1回目聞いた時はそこまで頭に残る感じしなかったんだけど、ふとした時に頭の中にリコーダーの音が流れていることに気付いて戻ってきちゃった…,NEUTRAL,0.5423
曲調よくて、絵柄もかわいい、残念なのが歌詞の「お亡くなり」がどうしても受け入れがたい。,NEGATIVE,0.9696
名誉グンマーの曲,NEUTRAL,0.6114
強風で転がってく白い生き物って強風に煽られるポメラニアン！？あとは某アニメのキャベツ作画崩壊...笑曲に中毒性はあるしネタがいっぱいで好きです笑,POSITIVE,0.8668
めちゃくちゃ最高！今年のレコ大目指して！笑,POSITIVE,0.993
Aメロの微妙な間がなんか好き同志いる？,NEUTRAL,0.8227
とりあえず可愛いしかでてこん,POSITIVE,0.9725
ああ...これはまた聞きにくる感じのボカロですわ(予知)高評価押しとこ。,POSITIVE,0.8563
最高,POSITIVE,0.9906
かわいい,POSITIVE,0.9801
めちゃめちゃかわいい！,POSITIVE,0.9937
1:11のキャベツ(？)の作画が適当すぎて大好きあとユキちゃんかわいい,POSITIVE,0.9887
すき!!かわいい,POSITIVE,0.9937
伝説の球体キャベツ…！！,POSITIVE,0.7603
これすき,POSITIVE,0.9694
めっちゃ好き,POSITIVE,0.9896
0:57ここの「あーーー」狂おしいほど好き,POSITIVE,0.9215
どうでもいいけど1:57のガチャガチャ自分も同じの持ってて親近感湧いた,POSITIVE,0.7786
伝説のキャベツがいる笑笑,NEUTRAL,0.7033
曲もMVもかわいいwwww好きww,POSITIVE,0.9913
心の底から歌詞に共感したと言える曲,POSITIVE,0.9113
絶妙な間が病みつきになるよ,NEGATIVE,0.9799
1:27の右下の子好き,POSITIVE,0.888
リコーダー下の２つだけ穴2つで１セットだったせいで苦戦したこれだから私は鍵盤ハーモニカ派なんだ,NEUTRAL,0.8301
鳥ちゃんたちカスタネットとかトライアングル突っついてるのかわいい,POSITIVE,0.9878
