label,text,score
0,100万回おめでとう🎊,0.9739
0,100万回おめでとう！,0.9897
1,じわじわ面白い,0.994
0,百万回再生おめでとう御座います！🎉Yukopiさんのちょっとした日常みたいな曲が大好きです！これかも頑張ってください！！,0.9936
1,この曲に全く関係のないのに謎に出現する虚無ウーパールーパー好き,0.9763
1,ミリオンおめ,0.7945
1,ハトハトハトハト！！！大乱闘！！！が好きすぎる,0.9849
1,こんなに風が強い中何回（再生回数）も歩いているのかわええな…,0.4136
0,突然の100万超えで3度見した(おめでとうございます🎉)ゑ…！？だってちょっと前まで3万とかだったじゃん…！！？,0.7905
0,気づいたら１００万再生！おめでとう！,0.9937
1,あのやばいキャベツのパロディ入ってんのおもろすぎるだろww,0.8772
0,100万おめ！,0.9379
1,いきなり再生数増えてびっくりしたやろうな笑,0.9026
1,まんまるキャベツまじで好きだわ笑,0.9784
0,100万再生おめでとう！！🎉,0.9895
0,100万再生ですがまだ伸びる（確信）,0.9436
1,女の子めっちゃ可愛いんだが,0.9914
0,100万おめでとうございます！！！！！！！！！！！！🎉🎉🎉🎉🎉🎉🎉,0.9881
0,100万再生おめでとうございます🎉,0.9748
1,ガチ好きwww💛,0.984
1,鬼リピしてます‎🤍,0.9503
0,10万再生から100万再生までわずか5日！？100万再生おめでとうございます！！,0.9805
0,1000万回再生、おめでとうございます🎉,0.9858
0,101万再生早い定期,0.567
1,100万再生おめでとうございます！！リコーダーのパートとカラスのカスタネットと風が吹いてるときのﾀﾞﾀﾞﾀﾞﾀﾞｯって走ってるのがもーまじめっちゃ好き🥰💕︎︎,0.9921
0,100万再生おめでとう🎉,0.9766
0,100万回再生おめでとうございます!!!,0.9901
0,100万再生おめでとう。すごい伸びだな,0.9877
0,100万再生おめでとう！🎉😂,0.9896
1,なんか見る度に10万再生ぐらい増えててたけど遂にミリオン行ってる!おめでとうございます!この曲大好きです!,0.994
0,100万おめでとうございます🎉この前10万達成したのにスゴすぎる！,0.4098
0,100万いったー！！！,0.9829
0,100万再生おめでとうございます🎉,0.9748
0,100万おめでとうございます！,0.987
0,100万すげー,0.7647
0,100万再生おめでと,0.6973
1,100万再生おめでとうございます🎉🎉リコーダー素材もっと蔓延して！,0.4867
0,100万おめ！🎉🎉,0.9458
0,100万再生おめでとう🎉🎉,0.9766
1,カラスがたんたんしてて可愛い,0.9865
0,100万再生おめでとう🎊,0.9766
0,しんどい！！踊りすぎた！100万再生おめでとう！！！！,0.92
0,100万再生おめでとう🎊,0.9766
0,100万再生おめでとうございます！！！,0.9907
0,ミリオンおめでとうございます,0.9837
1,かわいい！リコーダー好き。\ポエ～/,0.9748
-1,くせになる！！,0.9886
0,100万再生おめでとうございます！,0.9908
0,一週間強で1000000再生！！新たなレジェンド楽曲誕生ですね！！！おめでとうございます！！！,0.9932
0,100万おめっと！,0.9605
0,100万だー！,0.7771
0,１００万おめでとう！,0.9892
0,100万おめでとう🎉,0.9652
1,どれだけ聞いても言ってることが「風が強くてやだ」しかないの好き,0.9598
0,ミリオンおめでとうございます,0.9837
0,100万再生おめでとうございます...!!✨爆伸びすぎる...,0.9246
0,100万回おめでとう！！！,0.9916
0,ミリオンはやっ,0.9391
0,100万再生おめでとう！！,0.9892
1,なんだろう、分かんないけどずっっと聞いてられる気がする100万回再生おめでとうございます！(2023/04/01)追記200万回再生おめでとうございます！,0.9845
1,ハトハトハト大乱闘好き笑,0.9103
1,こうゆうのでいいんだよこうゆうのでw,0.706
1,もっと流行れ,0.5038
0,昨日見た時80万再生だったのに！ミリオンおめでとう！！！！🎉🎉🎉🎉,0.986
0,祝100万回再生！これからも聞き続けまぁす👍,0.9791
0,毎日みてるうちに伸びる伸びるもうすぐ100万再生,0.9596
1,100万おめです！！！！🎉🎉最強に好き過ぎて永遠に聞いてる(ˇωˇ),0.9859
0,100万回再生おめでとうございます🎉🎉🎉🎉,0.9715
0,100万回オールバックおめ🎉,0.9522
0,俺の今の気持ち100万いけぇぇぇぇ！行きましたオールバックにしてきます,0.9532
0,100万再生おめでとう！！！,0.9915
0,1000000おめでとう！,0.987
0,100万再生おめでとうございます！！,0.9907
0,ミリオンおめでとうございます～～～！！！！,0.991
0,百万回再生おめでとうございます！,0.9903
0,きちゃー！100万！,0.946
1,あと1000だ！聴きながら見てるずっと,0.9265
0,あと一万ー！,0.8016
1,普通に可愛くて良い,0.9878
0,この感じだと21:30に頃に100万行きそうなのでそれまで歌愛ユキと同じ動きをして過ごします！ドタバタ暴れてごめんね隣人さん！！！それでは！,0.7984
1,小学生時代、強風の中で帰るのがむしろ楽しかったな,0.9788
0,朝起きて見た時89万再生だったのに今来たら99万wwww明日には100万軽く超える…てかめっちゃ伸びるぞこれ…,0.9821
1,ダメだこの曲中毒性がありすぎるかれこれ4日くらいずっとこれ聞いてるし聞いてない時も聞こえてくるwww,0.837
1,曲調が凄い好き,0.9913
1,めちゃくちゃ伸びてるすげぇ,0.8792
1,すごい伸びてる！,0.9926
1,1:12からゆきちゃんが切ってるのキャベツですか？それともレタス？メロン？考察班ーーーーーーーーーーー！どうでもよくてすみません笑笑,0.761
1,なんでこんなにハマるんだろう？気付いたら定期的に見てます,0.538
-1,凄い伸びてて嬉しい〜!!流行って欲しいような知られたくないような…,0.9879
1,なんかおすすめよく出るから何度も見てしまうな,0.9091
0,気付いたら100万回再生行きそうでびっくり、あれ？今日の昼92万回再生じゃなかったっけ？【追記】100万回再生きた〜！！おめでとう！！うちがチャンネル登録してるチャンネルもこの曲歌っててびっくりしたわ,0.9829
0,100再生は確実に貢献してるわ、多分同じ人多い,0.8102
-1,頭から離れなくて何回も見に来てしまう😂,0.8415
1,めっちゃ好き,0.9896
-1,いい曲すぎてお亡くなりしそう,0.9009
-1,外出た瞬間からそっと出た瞬間になるのがうますぎる勝手な考察悪い方向に行かないように慎重に行動しても終わりって意味かなって思いました。はい。,0.5803
1,いい曲。,0.992
0,未来予測します500万再生おめ！！！,0.9807
1,なんか「日常」味を感じて好きそしてめちゃほっこりした笑,0.9908
1,5日前くらいから日に10万再生くらい増えてるのすげえな,0.9229
-1,髪の毛めっちゃ決まったときに限って玄関開けた瞬間無に帰されるよね;;,0.7579
0,ほんとに好きな曲！おめでとう100万回再生！(先取り),0.9829
1,めっちゃ伸び早いやん,0.9604
0,今日100万いきそうですね。応援してます！,0.9907
1,イラスト、曲、リズム全部に中毒性えぐすぎる,0.9307
0,群馬県民に1番響く曲,0.5952
1,風強いけど元気に学校行ってえらい,0.9884
1,だれか実写やりそう,0.8581
1,オクターブのべーすやっぱきもちいい,0.972
1,作画崩壊キャベツ好き,0.9675
0,絶対流行るからコメ残しとく,0.5274
1,風でオールバックになってる謎の四足歩行生物かわいい,0.9644
1,良い睡眠には幸せホルモンの分泌が必要だと聴いたので、寝る前にこれ聴くことにした🐍,0.9544
1,定期的に聞きたくなる,0.7665
1,なんだ、この運命感アンダーテールのオルゴール出してた人がこうなるとはあと！間奏まじ大好き0:141:18,0.9049
1,リコーダーパート好きすぎて着信音にした。あと，いちいち出てくる動物たちが可愛すぎる。,0.9898
-1,休日に数回聴いただけで今日1日仕事中の脳内BGMで流れてたくらい中毒性がある。,0.8694
1,やば！！！4日前まで14万回再生だったよ！！スクショある！！500万再生とかされたら古参じゃん！！,0.9263
-1,ホントに何が伸びるか分からん時代だなって,0.7543
1,音楽がいい,0.9812
1,久々に定期的に聞きに来たくなるボカロ,0.7169
1,みんなの歌感があって和む,0.8504
1,小並感な歌詞が最高に良,0.9906
1,謎犬足短くてちょこちょこ歩いてるのクソ愛くるしい,0.9541
1,「ﾃｲｯ↓きﾃｲｯ↓き」って音の下がり方好き,0.9176
1,この歌、カラオケに登録されたら速攻歌うｯｯ,0.868
-1,日常とか三ツ星カラーズとかキルミーベイベーに使われててもおかしくない,0.6102
-1,そっか…「キャベツ検定」のネタはもう古いか…,0.7474
1,犬が好きすぎる,0.9849
0,100万再生おめでとう,0.9789
1,メッチャ中毒性のある～。。。,0.9727
1,100・万・再生・早すぎる⤴︎︎次の動画に・進めない泥？沼・につかあたな定期定期的にカムバック♪,0.9581
1,女の子の肌が小麦肌なとこが最高に性癖ブッ刺さりました,0.8024
1,最高,0.9906
1,伝説のキャベツを出してくるあたり親近感,0.5817
1,まじでSpotifyにほすぃ,0.8566
1,あと五万！,0.6797
1,1日10万回再生回数伸びてるのすごすぎ,0.8041
1,難しく考えずただ、音楽と言う世界を楽しむ！って感じがあってとっても素敵ですね！日常の些細な事柄でさえ歌にできるなんて幸せな事なんでしょう！,0.9934
1,定期定期定期的に見たくな〜る♪,0.9841
1,この3日間で50万再生くらい伸びて無いか？自分もこの曲でファンになったけど、Youtubeのおすすめ機能優秀すぎる,0.9865
1,騒がしいボカロが次々と世の中の出てくる中でこのような曲を作るのは才能の塊や,0.8905
1,謎の生物が転がってるの好き,0.9722
-1,spotifyに欲しいです,0.669
1,一生聴いてられる,0.9394
1,ユキちゃんの曲は神調教とかどうでも良くこう言うのがピッタリだよね👍🎵,0.7195
1,突然、ホームにでてきたから聞いてみたら、ハマってしまった！,0.9907
1,気づいたらこの曲聴いてるくらいにはぶっ刺さってる,0.8959
1,所々にアニメだったりボカロのパロがあっておもろい。キャベツとかそうだよね。,0.8892
1,ﾋﾟｭﾋﾟｭﾋﾟｭｯって音めっちゃ好き,0.9885
1,めっちゃ伸びとるやん！,0.9701
1,良い曲名だな〜どんな歌詞なんだろって思って再生したら「外出た瞬間終わったわ」って。最高か？,0.9464
0,100万まであと少し！100万いった！！おめでとうございます！！,0.9875
1,ハトのところ好き,0.9863
-1,AppleMusicは早く！,0.9635
1,おすすめに流れてくる度再生数がめっちゃ増えてるのほんとに凄いな...,0.9667
1,何だこのほわほわ感。好き,0.9904
1,リコーダーが好きすぎるw,0.9641
0,最新でアップされた所から来た者です☆ハマっていて毎日聴いてます♪もうすぐ１００万再生いきそうですね☆☆ちょっと早いですがおめでとうございます🎉,0.9923
1,すこすこのすこです,0.6906
1,ユキちゃんかわいいwwww曲もめっちゃかわいいくていい,0.9934
1,右下にぴょこぴょこ出てくるユキが狂おしいほどに好き,0.9814
0,一日10回以上聞きに来ることになった,0.6796
1,ボールキャベツ出た笑笑,0.7487
-1,この曲だけは考察班が生まれないでほしい,0.5112
1,ちょっと怪しいリコーダーの音がよりこの曲の良さを出してる,0.837
1,1:05この押し戻されるの好き,0.9013
1,0:54あたりのハトハトハトハト大☆乱☆闘がイラストも含め好きすぎる,0.9899
1,安定のキャベツも好き,0.9837
1,ガチャから出てくるウパ好きｗ,0.9748
1,『終わったわ…』なのが良いよな,0.7443
1,え、ちょっと前まで10万再生くらいじゃなかった？伸びえぐ…,0.9372
1,クソ雑魚リコーダーがめっちゃ好き,0.9867
1,のほほんとしました(*´-`),0.9266
1,何気にキャベツ切るシーンが好き,0.9843
1,リコーダー好きw,0.8649
-1,あかん時間溶ける,0.9826
1,全部ポワポワでかわいい,0.983
-1,切ったキャベツ、某アニメの作画崩壊のやつだ😂😂,0.8901
1,1:18でちょっと力の抜けるリコーダーの音に対して、MVに強調線ついてるの凄い好き,0.9903
1,AIには決して生み出せない、希望に溢れた作品。,0.9259
1,前髪がお亡くなりになったときはこれ聴いてテンション上げてる,0.6858
1,あらゐけいいちの日常を感じる雰囲気が良い！！,0.9857
0,100万回再生おめでとうございます,0.968
-1,のびエグすぎやろ,0.8352
1,0:53好き,0.9725
1,あらゐけいいちみがある。好き。,0.8927
-1,1:26くらいのユキちゃんきゅうくらりんみたいなってんなぁ,0.6636
-1,ランニングで強風に煽られてる時ずっと脳内リピ😂,0.9645
1,再生回数100万行きそう,0.7902
1,なんだこれ可愛すぎるｗｗｗｗｗｗｗ,0.9906
1,すごい好きです,0.9895
1,楽器も小学生で使うようなものが多いし、思いましたとかの小学生構文なの好き,0.9718
1,この子の身長と一緒にぐんぐん伸びろ〜,0.8623
1,ただただ明るくて好きw,0.992
1,群馬の都道府県民歌にしたいって思いました,0.635
1,ぴーひゃらリコーダーが好き,0.9674
1,キャベツを切る所ポピーの所風で目を細める所ハトとカラスが楽器をつつく所がかわいかったです◎,0.9875
1,あかんもう3日連続で聞きに来てる中毒性高すぎ😊,0.9914
1,日常のささいな事を歌詞に出来るなんてすげ,0.9338
1,めちゃくちゃ癒された,0.9835
1,ぽややんとしてて何も考えずに聞いてられるしめちゃくちゃ耳に残るから何回も聴きに来てしまう笑,0.7808
1,うわっ、すきっ,0.9526
-1,なんか見たことあるキャベツ切ってんな…,0.6188
1,なんなんこの曲意味分からん過ぎるけどカラスとハトと犬みたいな奴がリコーダーに合わせてておもろい,0.8866
1,リズム天国にありそうで楽しいな,0.966
1,カラスかわよ！,0.7185
1,絵柄がテレキャスターに似ててなんか落ち着く,0.9691
1,イラストがめちゃくちゃ可愛くて好き,0.9935
1,ブルハムみたいに頭の中を宇宙に出来るからなんか好き,0.9805
1,ゆるゆるした感じの声可愛い,0.9857
1,めちゃくちゃ耳に残る歌詞でリズム感も好きです😭！！学生とかは前髪とか髪の毛に命かけてるので固めて来たのに外出た瞬間風でオールバックになったら終わったーっていつもなってますwww！！,0.9885
1,リコーダーパート好きすぎます❤ラスサビ入る前のぽふぃー⤴︎︎ってのめちゃ好きです笑,0.9862
1,絵可愛すぎます！LINEスタンプにして欲しいくらい😍,0.9912
1,ねこなのかいぬなのか不確かすぎる子が好き,0.7792
-1,また戻ってきてしまった,0.5435
1,ほんとに(小並感)な歌詞で最高,0.9729
-1,急にきゅうくらりんみたいなの出てきて既視感って思いました。,0.8886
1,マジで何も考えたくないとき聞くとなんか元気出る笑,0.8795
1,こういう曲も病み曲も5:5くらいで流行ったら世界が平和になる気がしている,0.7537
1,作画崩壊キャベツあるの好き,0.9848
-1,まじこれは全女子の悩みだと思う時間かけて前髪セットしても家出た瞬間その努力無くなるのほんとに虚無ww定期的にオールバックの女子が朝教室で大量発生するんよね,0.977
-1,キャベツで炎上する,0.7814
1,歌愛ユキちゃんの声とぐだぐだリコーダーがとても心地よくて何回も聞いちゃう,0.9837
1,作画崩壊しまくったキャベツあんの不覚にも笑ってしまった,0.5494
1,すき,0.8999
1,歌愛ユキの声が気持ちいいそれだけ考えてればいい,0.9775
0,ただ強風のこと歌った曲なのに中毒性すごすぎてオールバックになっちまう(？),0.7308
1,今日、久しぶりに天気が良くて。でも風が強くて。3日前に知ったこの曲が脳内再生されました。,0.5226
1,キャベツ切ってるとこ好き❤,0.9887
-1,分かりみが深すぐる・・・(´･ω･｀),0.8948
-1,こういう明るいボカロ見ても考察してしまう自分がいる,0.8757
1,これ最近と重なりすぎてめっちゃ共感できるw,0.9337
1,最近重てぇボカロが好きでそれしか聞いてなかったけどたまには歌詞に何のメッセージ性の無いボカロ(良い意味で)も良いわね……,0.6053
1,定期的に聴きたくなる,0.9455
1,1:57のとこの虚無なウーパールーパーさ、最近ガチャガチャ7回回すくらい手に入れたくなる可愛いさでオススメ,0.982
1,歌詞は小学生並みの感想なのに癖になるメロディーラインとアニメで滅茶苦茶ハマってる,0.7455
1,めちゃくちゃ伸びてるなぁ,0.9323
1,AppleMusicに追加されて欲しい,0.7566
0,これ100万再生いけるぞ！！,0.9896
1,なんか好き、楽しい,0.9933
-1,作画崩壊キャベツ,0.8945
1,急にキャベツぶった斬るあの名シーンが飛び出して笑っちまった,0.7913
1,曲のリズムが好き,0.9859
1,前に見た時は12万再生くらいだったのに伸びて来たな……100万いきそう,0.9725
1,なーんか知らんうちにとんでもない回数再生されてる…すごい,0.7748
1,可愛い曲ですね。ぜひ歌ってみたいんです。,0.9903
1,ここ2日くらいで再生回数爆増したなすき,0.9758
1,なんかもう全部好き,0.9766
1,早めに見つけられた神曲,0.9746
1,サムネに釣られて見ましためっちゃ良い曲に出会えた事に感動してるこれは好き,0.9945
1,他の曲も漏れなく素晴らしいから聞いてほしい,0.9858
1,YouTubeさんよぉ何回おすすめにこれ出すんだよ最高だよ,0.9894
1,0:53ここすき,0.5415
-1,再生数2万くらいの時に見つけたのが地味に誇り,0.8367
1,このMVのカラス可愛い,0.9916
1,これは伸びると思ったけど…ほんとにすごい伸びしてるな🎉,0.9433
1,好きすぎるwww,0.9898
1,メロディかっこいいのにすごい可愛い…癒やされる…,0.9886
1,ほんわかしてていいなぁ,0.8895
1,重さが何もない界隈曲みたいで好き,0.9881
-1,キャベツ某アニメリスペクトかな？好きwww違ったら気まずいすみません,0.9827
1,中毒性高いw,0.9877
1,かわいい、かわいいに尽きる。ただひたすらかわいい。,0.9851
-1,学校行くとき自転車で家出た瞬間強風だとバックぶん投げたくなる,0.9698
1,無限にリピしたいし好き過ぎるからLINEミュージックとかにも上げてくれ,0.973
1,1:56ここ好き,0.9599
1,中毒性えぐいし伸びもえぐい…このまま1億再生いって欲しい4000万再生おめでとうございます！！これはもう1億も目前ですね…🎉,0.7896
1,好き〜〜,0.9768
1,出だしからサビが来るの最高に好き……,0.9915
1,表情豊かなの凄いなぁ。ハト大乱闘の後の｢あ━━━━━｣の顔と｢そっと出た瞬間｣のひょっこり出した顔が好き。,0.9817
1,なんだこれ近年稀に見る中毒性なんだが,0.9107
1,急におすすめに出てきて聞いてみたら最高だった…歌詞にすごい共感できるけどワードセンスが秀逸すぎて耐えられなかったし、リコーダー(?)の高音の音外した感じが大好きです,0.99
1,人間は素晴らしい,0.9903
1,リコーダーのとこほんとすき,0.9929
1,裏拍のとり方がオシャレすぎてハマってる,0.9734
1,無限にユキちゃんがかわいい曲,0.9805
1,バカっぽいリコーダーめちゃ好き,0.9684
1,脅威的に再生数が伸びてる…！まじで完成度高いし必然すぎる,0.8788
1,2倍速で聴くとなんかおもろいw、それはそれとしてこの曲めっちゃいい中毒性？がある3150✌︎('ω')✌︎,0.9673
1,リコーダのところ好き,0.9815
1,なんせ良作,0.9643
-1,初めて聴いた瞬間頭から離れなくて毎日聞きにきてるんだけど、見るたび再生数増えまくっててヤバい,0.9618
-1,見つけた日から、毎日聴かないとその日を終えられなくなってる,0.912
1,今の世の中に必要な曲だわ,0.9089
1,リコーダーがﾋﾟ⤴︎︎ってなるのまじでリコーダーで好き,0.9889
0,この勢いは...100万再生いきますね...(歓喜),0.9805
1,なにこの可愛い曲,0.9788
1,リコーダー好きすぎる。歌詞も思わず口ずさみたくなる,0.9724
1,今日初めてこの曲を知ってから、ずっと定期定期的に聴いてます,0.6249
1,ぽけーっと聞いてたら気持ちが軽くなってた,0.8735
1,01:10このリズムは頭振れるくらい天才,0.9382
1,定期的に聴きにきている,0.8101
1,めっちゃ好きやわ,0.9878
1,キャベツに見覚えあって笑った😂,0.9215
1,絵と歌詞とリコーダーがいい,0.9723
1,絵が可愛いし癖になるからスタンプ作ってクレメンス🙏,0.8483
1,伸びがえぐすぎる,0.6244
1,1日1回はおすすめに出てきて1日1回聞いてる,0.9141
1,カスタネットカラスかわええ,0.9662
1,なんだこの中毒性,0.9803
1,可愛い曲だよ。😂😂,0.9892
1,ただひたすらに絵が可愛い,0.991
1,落ち着く,0.9489
0,これ1000万再生いくやつで草,0.7701
0,10年ほど群馬に住んでましたが、冬の群馬は毎日コレが起こります(白目),0.823
1,平和な感じが好きすぎる笑,0.9727
-1,作画崩壊キャベツあんじゃん,0.6753
1,1日に5回は聞ける,0.8681
1,カラスは知能が高いから難しい裏打ちだし、鳩？は気まぐれツンツンのトライアングルなんやなかわいいあと、最初の一音から風に押されてｿ⤴︎ｯﾄって勢い強くなってんのおもろい,0.9616
1,テーマが平和すぎてリズム癖になる。最高,0.9934
1,リコーダー思いっきり吹くところちょっつ可愛いやんけ...,0.9909
1,ガチで無限に聴ける...見かけるたびに再生してしまう...,0.9118
-1,ぬくにぎさんに思考を乗っ取られた稲葉曇,0.95
-1,くそー、世界に見つかってしまったか,0.6154
-1,犬は強風に吹かれるだけなんやな,0.9835
1,がちすき,0.9817
1,これ、最高だな…普通に気持ちいな,0.9836
1,昔の動画漁ってたら昔めちゃくちゃ見てたオルゴールの動画出てきて親近感凄い,0.9648
1,なんか、リズム中毒性あって好き,0.9883
0,プロセカ希望,0.863
1,MVも曲の内容も可愛い,0.9938
1,定期的にききたくなる,0.9473
0,もうすぐ100万再生いきそう(・∀・),0.8688
1,リコーダーが滅茶苦茶いい仕事してるwwwこの間の抜けた音めっちゃ好きww,0.9882
1,リコーダーの音が良い！,0.9889
1,ちょっと前まで20万再生位だったのにもうすぐ100万再生行きそうなのすごい,0.963
-1,YouTube開いて検索せずとも出てくる度に無意識で聴いてる自分がいる…,0.9217
1,はやくアプリのミュージックに追加して欲しいぐらい好き,0.9903
1,おすすめに出てきた！！！好きです！！！（唐告）,0.9913
-1,くせになる,0.9824
1,この現象を歌にするのはシンプルに発想がすごい、、あとメチャクチャに絵が可愛いぃぃぃぃ,0.9152
1,いい曲だなって思いました。,0.9769
-1,うーわこれ当分頭ん中で流れ続けるやつじゃん…,0.9032
1,なんかええな,0.4801
1,めっちゃ流行りそうこう言うの好き,0.9871
1,もっと流行るべき,0.6989
1,登下校自転車だから共感でしかない地下に潜りてーわ！！！！,0.8368
0,すぐに100万再生はいくね,0.9622
1,Twitterで流れてきてRTだけしたけど今日YouTube流れてきて登録するかぁと思ったらすでにされてたつまり無意識に好き✋(ˆ̑‵̮ˆ̑),0.9683
1,シンプルに可愛くて好き,0.9922
1,なんとも言えないタッチの猫がかわいい,0.933
1,なんかすごく癖になる何回聴いても飽きない,0.7544
1,始まってすぐこれ好きwwwwwって思いましたwww😂😂,0.9404
1,前回見た時から一瞬で10万再生増えてて草100万もすぐ行きそう...,0.9392
1,かわいい,0.9801
1,カラスのなんとも言えないカスタネットの裏打ちがすき,0.9767
1,ほのぼのする曲とっても好き！,0.9931
1,そう考えたら癖毛って便利やな。こういう日に髪型意識しなくても治るもん,0.8907
1,この曲は聞く前から伸びるとわかっていた。聞いたあとはまぁ…わかりますよね。,0.7326
1,一日中聞いてると、「あ、さっきより3万回も増えてる」って伸びがわかるから楽しい(？),0.9901
1,これのTシャツ欲しい,0.8702
1,これだよこれ何も考えずに楽しんで聴けるボカロ曲古き良さを感じる,0.7984
1,何度も聞きたくなるよね,0.4748
1,こう言うので、ええねんな…,0.8243
-1,曲が強すぎて自動再生がお亡くなりになった。次があるのに進めない…(少額だけどどうぞ),0.9918
1,おすすめに感謝します,0.9858
1,鳩のくだり好きw,0.9741
1,死にたくなったらこれ見よ,0.6376
1,大乱闘ハトの荒ぶり方最高w,0.9803
1,中毒性エグくない？,0.8088
1,全体的にかわいいけどくちばしでカスタネット叩いてるカラスくんが特に好き,0.9685
1,リズムがクセになって頭から離れない😂特にリコーダーのとこ好きやわ,0.9688
1,このスタンプ欲しい・・・,0.7377
1,なんかほわほわしてる感じの動物たち好き,0.9773
1,珍しくユキちゃんが小学生しててうれしい,0.9881
-1,全然ハマってないんだけど今日4回目,0.7777
-1,えげつないはやさで伸びとるな、リズミカルな感じとかアニメーションがクセになる,0.6723
-1,帰り道、疲労で空回りする脳内ってこんな感じだなって思いました,0.945
1,やばいwwwwなんか何も考えてない感じと、女の子がシュールすぎてむっちゃ笑えるwwww,0.8992
1,平和すぎてリピしてる,0.9762
1,ゲボみてぇな伸び方してんじゃんヤバ,0.9222
1,めっちゃリピートしてる!!!よき,0.9778
1,脳死でリピート再生しちゃってるぐらいには大好きです,0.9888
-1,強風の中リコーダーなんか吹いたら息吸えんくて死ぬやろ笑笑,0.5265
1,1:23あっ、かわいい。,0.9786
1,ペロッ！これは圧倒的中毒性！,0.8029
1,強風煽られモコモコ犬好きです,0.8806
1,これから出す曲ごとに、この女の子だんだん成長して行ったら面白そう,0.985
-1,耳に聴こえる音が全体的につっかえてるのが気になってたけど強風のせいなのかもね,0.8127
1,高校高台にあって、帰宅が毎回こんな感じだった😂素朴な感じで好きです♥️,0.953
1,かわいい,0.9801
-1,ハトには申し訳ないけど、強風の日のハト見てるとちょっと愉快な気持ちになる。,0.963
1,定期定期的にオールバックの印の踏み方が良すぎてずっと聞いてる,0.9804
1,伸びるわこの動画(現在進行形で伸びてるけど),0.9301
1,絶対伸びるからコメントしとく,0.9655
1,白色の謎生物たちモフモフだけどモチモチしてそうで可愛くて好き,0.9923
-1,嫌な思い出が吹っ飛んだわ。,0.9942
1,アニメーション可愛すぎて毎日見にきてまう,0.99
1,すきーーーーーー！！！！！！,0.9762
-1,そのキャベツはだめよw,0.972
1,いい曲,0.987
1,1:39ここダブルミーニングになってて好き。,0.99
1,つよかぜおーるばっくっていい曲だなと思いました！（小並感）,0.9829
1,みんなこの気の抜けたリコーダー聴きにきてる説,0.8156
1,アニメーションが日常感あって好き,0.9918
1,1:25のリズムに合わせてユキちゃんの絵が出てくるとこ好き,0.9834
1,自由気ままに歌ってる感じの雰囲気がめっちゃ好き過去一好きかもしれん、、,0.9657
1,んんんぎゃわあああああああああああい！！！！！！！！！！！！！あっっすき,0.8284
1,なんか聞く度に中毒性が上がっていく感じがする...,0.9686
1,この何も考えてなさそうな腑抜けた感じ好き,0.9881
1,…思いましたで終わるの好き,0.9845
1,キャベツの有名な作画崩壊思い出してツボった,0.9774
1,キャベツ？切るとこからリコーダーの演奏に移り変わるとこほんと好き流れるような演奏が好き,0.9771
-1,このギリギリトトロじゃ無い感がツボる,0.904
-1,あー脳が空っぽになるんじゃー,0.9876
1,この曲聴くと学校行くの楽しくなる,0.9886
1,なんだこれ好きすぎる,0.9923
1,受験勉強中に不安になったときに定期的に聞いてる。なんか胸のもやもやがすぅーって薄まる感じがしてすっごい好きw,0.986
1,あっっっ好き…！,0.9892
-1,なんか泣けてきた…,0.9921
1,かわいい,0.9801
1,聞けば聞くほどハマる🤣,0.8913
-1,このイッヌすこ,0.8288
1,途中のmemeみたいなリコーダー好き,0.9599
1,ぽけーっと聴けるし女の子可愛くて癒される,0.9898
1,ようつべは今日も平和やね(ほっこり),0.882
1,雑作画キャベツ好きすぎる,0.9733
1,キャベツ検定あるやんｗｗｗｗｗｗ死ぬｗｗｗ,0.7671
1,このゆるい曲に手間のかかったアニメーションを付けようとした発想が神,0.9698
1,歯医者さんといい、美容室といい、風が強い日といい誰にでもある、ほんとによくある日々の一場面がこんなにドラマチックで魅力的になるの良すぎるそういやわたしも子どもの頃は日常がまいにち鮮やかで賑やかだったな,0.9773
1,出だしで裏返るリコーダーパートと、MVの1:12からの例のキャベツでニコ○コ動画老人の私は頭を抱えた。曲良すぎて即チャンネル登録高評価しました最高です。,0.985
1,数日前におすすめに出て来たので一度聴いてからハマってます。中毒性アリ。それにしても、最近かなりのスピードで再生回数が伸びてるけど、バズり始めてる？,0.5898
1,ハトハトハトはと？大乱闘あー、のとこめっちゃ好き,0.9719
1,めっちゃ伸びてて草約2週間で130万はエグすぎぃ！,0.9213
1,女の子と一緒に流されてる犬みたいな毛玉かわいい😂,0.9707
1,おでこ出てるのかわいいw,0.9914
1,わかる〜って感じで笑顔になれるの最高w,0.991
1,最初変な曲だなって思ったけど全部含めてとにかくかわいすぎるし謎の中毒性あってなんだかんだめっちゃ聴いてる笑,0.9756
1,中毒性やばすぎて何回も見に来ちゃう笑,0.511
1,リコーダーが良いな😂,0.928
0,これは伸びる、てか伸びてる,0.7552
1,ユキちゃんの半目がすこすぎる,0.9634
1,リコーダーのところ好きすぎる,0.9896
1,過去の動画も見たんですがアンテの曲アレンジしてた方なんですね！これからボカロPとして始動する感じなんでしょうか？推していきたいです！,0.9778
1,歌愛ユキってキャラクターは初めて知ったけどめっちゃかわいい！笑笑イラストめっちゃいい！,0.9934
1,強風オールバックという圧倒的存在感のタイトル,0.5347
1,デザインあとかびじゅチューン!から知性をかっさらっていった感じめちゃめちゃ好き。,0.9877
1,1:11例のキャベツめっちゃ好きwww,0.9756
1,謎の中毒性…そして満足感。1度聴いて気がついたら戻ってきてしまってる…,0.9763
